dataset,kind,hf_path,split,source_index,text,original_token_length,token_length
sst2,natural_language,stanfordnlp/sst2,train,23415,"has about 3/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel",48,40
sst2,natural_language,stanfordnlp/sst2,train,63350,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film the sum of all fears",52,40
sst2,natural_language,stanfordnlp/sst2,train,62160,an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed,41,40
sst2,natural_language,stanfordnlp/sst2,train,59167,"after a while , the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky",41,40
sst2,natural_language,stanfordnlp/sst2,train,54692,... built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids,41,40
sst2,natural_language,stanfordnlp/sst2,train,14783,"shows holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax",51,40
sst2,natural_language,stanfordnlp/sst2,train,36642,built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids .,40,40
sst2,natural_language,stanfordnlp/sst2,train,47698,can only assume that the jury who bestowed star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival were honoring an attempt to do something,46,40
sst2,natural_language,stanfordnlp/sst2,train,31805,"the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it .",40,40
sst2,natural_language,stanfordnlp/sst2,train,30492,"all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its",43,40
sst2,natural_language,stanfordnlp/sst2,train,62919,"broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental",41,40
sst2,natural_language,stanfordnlp/sst2,train,13416,"as they used to say in the 1950s sci-fi movies , signs is a tribute to shyamalan 's gifts , which are such that we 'll keep watching the skies for his next",42,40
sst2,natural_language,stanfordnlp/sst2,train,60695,"i do n't know if frailty will turn bill paxton into an a-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror",42,40
sst2,natural_language,stanfordnlp/sst2,train,48186,"one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure",45,40
sst2,natural_language,stanfordnlp/sst2,train,8219,"have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that",44,40
sst2,natural_language,stanfordnlp/sst2,train,45013,"never having seen the first two films in the series , i ca n't compare friday after next to them , but nothing would change the fact that what we have here is a load of clams",52,40
sst2,natural_language,stanfordnlp/sst2,train,44827,", broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental",42,40
sst2,natural_language,stanfordnlp/sst2,train,53740,"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic",45,40
sst2,natural_language,stanfordnlp/sst2,train,63384,there 's none of the happily-ever - after spangle of monsoon wedding in late marriage -- and that 's part of what makes dover kosashvili 's outstanding feature,43,40
sst2,natural_language,stanfordnlp/sst2,train,38587,"only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's",46,40
sst2,natural_language,stanfordnlp/sst2,train,30591,"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner",59,40
sst2,natural_language,stanfordnlp/sst2,train,42423,"it 's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin h",64,40
sst2,natural_language,stanfordnlp/sst2,train,14817,"jacobi , the most fluent of actors , is given relatively dry material from nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .",40,40
sst2,natural_language,stanfordnlp/sst2,train,60911,"there 's a little violence and lots of sex in a bid to hold our attention , but it grows monotonous after a while , as do joan and philip 's repetitive arguments ,",44,40
sst2,natural_language,stanfordnlp/sst2,train,8682,"sitting in the third row of the imax cinema at sydney 's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera",59,40
sst2,natural_language,stanfordnlp/sst2,train,3056,"as an introduction to the man 's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's",42,40
sst2,natural_language,stanfordnlp/sst2,train,17128,"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves blue crush waterlogged .",40,40
sst2,natural_language,stanfordnlp/sst2,train,28389,this remake of lina wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero,40,40
sst2,natural_language,stanfordnlp/sst2,train,49925,there 's none of the happily-ever - after spangle of monsoon wedding in late marriage -- and that 's part of what makes dover kosashvili 's outstanding feature,44,40
sst2,natural_language,stanfordnlp/sst2,train,6273,"and if you appreciate the one-sided theme to lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glor",48,40
sst2,natural_language,stanfordnlp/sst2,train,42400,"imagine ( if possible ) a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of",45,40
sst2,natural_language,stanfordnlp/sst2,train,39071,"despite auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug",41,40
sst2,natural_language,stanfordnlp/sst2,train,27161,"in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty",42,40
sst2,natural_language,stanfordnlp/sst2,train,24526,"would n't matter so much that this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny",41,40
sst2,natural_language,stanfordnlp/sst2,train,67226,"while parker and co-writer catherine di napoli are faithful to melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick",47,40
sst2,natural_language,stanfordnlp/sst2,train,61532,"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebr",43,40
sst2,natural_language,stanfordnlp/sst2,train,35518,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good",43,40
sst2,natural_language,stanfordnlp/sst2,train,26991,"if hill is n't quite his generation 's don siegel ( or robert aldrich ) , it 's because there 's no discernible feeling beneath the chest hair ; it '",46,40
sst2,natural_language,stanfordnlp/sst2,train,34684,"has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find",44,40
sst2,natural_language,stanfordnlp/sst2,train,63451,"is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous",41,40
sst2,natural_language,stanfordnlp/sst2,train,35310,"the action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos had n't blown them all up",41,40
sst2,natural_language,stanfordnlp/sst2,train,4728,"director george hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not",51,40
sst2,natural_language,stanfordnlp/sst2,train,13270,"over the years , hollywood has crafted a solid formula for successful animated movies , and ice age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",40,40
sst2,natural_language,stanfordnlp/sst2,train,21968,"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic",41,40
sst2,natural_language,stanfordnlp/sst2,train,13621,"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to",48,40
sst2,natural_language,stanfordnlp/sst2,train,25470,there has been a string of ensemble cast romances recently ... but peter mattei 's love in the time of money sets itself apart by forming a chain of relationships that come full circle to end,48,40
sst2,natural_language,stanfordnlp/sst2,train,60161,"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but",47,40
sst2,natural_language,stanfordnlp/sst2,train,50089,"( johnnie to and wai ka fai are ) sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests may be too narrow to attract crossover",42,40
sst2,natural_language,stanfordnlp/sst2,train,13991,"if s&m seems like a strange route to true love , maybe it is , but it 's to this film 's ( and its makers ' ) credit that we believe that that 's",54,40
sst2,natural_language,stanfordnlp/sst2,train,65045,"i 've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime",42,40
sst2,natural_language,stanfordnlp/sst2,train,61086,"what ( denis ) accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which",46,40
sst2,natural_language,stanfordnlp/sst2,train,65536,"this is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom",43,40
sst2,natural_language,stanfordnlp/sst2,train,2845,"as much as i laughed throughout the movie , i can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys '",46,40
sst2,natural_language,stanfordnlp/sst2,train,17638,from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig,52,40
sst2,natural_language,stanfordnlp/sst2,train,26565,more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks,41,40
sst2,natural_language,stanfordnlp/sst2,train,21523,"full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous ,",42,40
sst2,natural_language,stanfordnlp/sst2,train,60290,"there 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title .",40,40
sst2,natural_language,stanfordnlp/sst2,train,48356,"the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : there 's very little hustling on view",41,40
sst2,natural_language,stanfordnlp/sst2,train,63029,"writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be",44,40
sst2,natural_language,stanfordnlp/sst2,train,39914,"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i do n't think that a.c. will help this movie one bit .",40,40
sst2,natural_language,stanfordnlp/sst2,train,2361,"about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness ,",47,40
sst2,natural_language,stanfordnlp/sst2,train,23393,"i stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its",51,40
sst2,natural_language,stanfordnlp/sst2,train,3978,"has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find",43,40
sst2,natural_language,stanfordnlp/sst2,train,8925,"the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola",41,40
sst2,natural_language,stanfordnlp/sst2,train,7290,godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... in praise of love remains a ponderous and pret,51,40
sst2,natural_language,stanfordnlp/sst2,train,48393,"the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another liability",41,40
sst2,natural_language,stanfordnlp/sst2,train,34745,"above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a",46,40
sst2,natural_language,stanfordnlp/sst2,train,65516,"if you are curious to see the darker side of what 's going on with young tv actors ( dawson leery did what ?!? ) , or see some interesting storytelling devices , you might",45,40
sst2,natural_language,stanfordnlp/sst2,train,39003,"the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to",50,40
sst2,natural_language,stanfordnlp/sst2,train,33976,"about 3/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with",47,40
sst2,natural_language,stanfordnlp/sst2,train,48691,"is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , grat",47,40
sst2,natural_language,stanfordnlp/sst2,train,37407,"its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince",57,40
sst2,natural_language,stanfordnlp/sst2,train,28327,"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should",44,40
sst2,natural_language,stanfordnlp/sst2,train,37788,"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",40,40
sst2,natural_language,stanfordnlp/sst2,train,26045,"like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience ( young bow wow fans",47,40
sst2,natural_language,stanfordnlp/sst2,train,35901,but tongue-in-cheek preposterousness has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker ',44,40
sst2,natural_language,stanfordnlp/sst2,train,36366,"that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another",40,40
sst2,natural_language,stanfordnlp/sst2,train,26634,'s mired in a shabby script that piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo ',45,40
sst2,natural_language,stanfordnlp/sst2,train,29802,"in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the marxian dream of honest working folk , with little to",53,40
sst2,natural_language,stanfordnlp/sst2,train,60379,"unfortunately , kapur modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare",41,40
sst2,natural_language,stanfordnlp/sst2,train,18321,"there is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , clever",47,40
sst2,natural_language,stanfordnlp/sst2,train,3875,"the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them",41,40
sst2,natural_language,stanfordnlp/sst2,train,36651,"is destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-cl",50,40
sst2,natural_language,stanfordnlp/sst2,train,53742,"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments",41,40
sst2,natural_language,stanfordnlp/sst2,train,56663,is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed,42,40
sst2,natural_language,stanfordnlp/sst2,train,48183,a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything,40,40
gsm8k,math,openai/gsm8k,train,3386,A pair of dogs are barking back and forth at each other from across the street. The poodle barks twice for every one time the terrier barks. The terrier’s owner,77,40
gsm8k,math,openai/gsm8k,train,2103,"A father is buying sand to fill his son's new sandbox, but he is worried that the sand will be too heavy for his car. The sandbox is square, with each side being 40 inches long",77,40
gsm8k,math,openai/gsm8k,train,6720,Janet likes collecting action figures in her spare time. She currently owns 10 action figures and sells 6 of them to get 4 that are in better condition. Her brother then gives her his collection which is,62,40
gsm8k,math,openai/gsm8k,train,6777,"Martin went on an eight-hour business trip. During the first half of the trip, he traveled at a speed of 70 kilometers per hour and during the second half at a speed of 85 kilometers per",52,40
gsm8k,math,openai/gsm8k,train,953,"Wendi brought home 4 chickens. After a few days, she brought home enough additional chickens to double the number of chickens she owned. Then, a neighbor's dog ate one of her chickens. Finally",68,40
gsm8k,math,openai/gsm8k,train,823,At the beginning of the day there were 74 apples in a basket. If Ricki removes 14 apples and Samson removes twice as many as Ricki. How many apples are left in the basket by the,45,40
gsm8k,math,openai/gsm8k,train,3234,"Grandma left $124,600 in her will. She gave half of it to her favorite grandchild, Shelby. The rest was to be evenly divided among the remaining 10 grandchildren. How many dollars",49,40
gsm8k,math,openai/gsm8k,train,4006,Fabian bought a brand new computer mouse and keyboard to be able to work from home. The cost of the keyboard was three times greater than the cost of the mouse. If the mouse cost $16,52,40
gsm8k,math,openai/gsm8k,train,3142,Three-quarters of the oil from a 4000-liter tank (that was initially full) was poured into a 20000-liter capacity tanker that already had 3000 liters of oil. How many more,56,40
gsm8k,math,openai/gsm8k,train,1893,James gets paid $0.50/mile to drive a truck carrying hazardous waste. He has to pay $4.00/gallon for gas and his truck gets 20 miles per gallon. How,51,40
gsm8k,math,openai/gsm8k,train,185,Caleb and his dad went fishing at the lake. Caleb caught 2 trouts and his dad caught three times as much as Caleb. How many more trouts did his dad catch compared to Caleb?,40,40
gsm8k,math,openai/gsm8k,train,1996,"Ali has a small flower shop. He sold 4 flowers on Monday, 8 flowers on Tuesday and on Friday, he sold double the number of flowers he sold on Monday. How many flowers does Ali sell",41,40
gsm8k,math,openai/gsm8k,train,1199,Jonas is a book collector. He has so many books he is converting his third bedroom into a library. This room has 400 square feet of space. He plans to put several bookshelves in,83,40
gsm8k,math,openai/gsm8k,train,2701,A crate can hold 20 kilograms of tomatoes. Tommy has 3 crates which he bought for $330. He wants to sell the tomatoes for $6 per 1 kilogram but 3 kilograms of tomatoes were rotten,53,40
gsm8k,math,openai/gsm8k,train,865,"Jenny has a tummy ache. Her brother Mike says that it is because Jenny ate 5 more than thrice the number of chocolate squares that he ate. If Mike ate 20 chocolate squares,",46,40
gsm8k,math,openai/gsm8k,train,5395,Dale just learned how to make homemade macaroni and cheese. He decided to make a big batch for his family reunion. The original recipe calls for 2 pounds of pasta and serves 7 people.,60,40
gsm8k,math,openai/gsm8k,train,2374,"In a factory, there are 300 employees. 200 of them earn $12 per hour. Of the rest, 40 of them earn $14 per hour. All others earn $17 per hour. What",56,40
gsm8k,math,openai/gsm8k,train,4043,John buys 3 puzzles. The first puzzle has 1000 pieces. The second and third puzzles have the same number of pieces and each has 50% more pieces. How many total pieces are all the puzzles?,40,40
gsm8k,math,openai/gsm8k,train,5404,"Lauren sent 65 pieces of mail on Monday, 10 more pieces of mail on Tuesday than on Monday, 5 fewer on Wednesday than on Tuesday, and 15 more pieces of mail on Thursday than on Wednesday",50,40
gsm8k,math,openai/gsm8k,train,1690,"On each of 7 Mondays, it rained 1.5 centimeters. On each of 9 Tuesdays it rained 2.5 centimeters. How many more centimeters did it rain on Tuesdays than Mondays",41,40
gsm8k,math,openai/gsm8k,train,5833,"In a shop, there is a sale of clothes. Every shirt costs $5, every hat $4, and a pair of jeans $10. How much do you need to pay for three shirts",50,40
gsm8k,math,openai/gsm8k,train,4987,"A bottle of wine costs $20.00 today. When new tariffs are imposed in 2 months, the price of wine will increase by 25%. How much more expensive will 5 bottles of wine be in",43,40
gsm8k,math,openai/gsm8k,train,1246,"A spaceship is traveling to another planet. The spaceship travels at a consistent speed its entire journey unless it is stopped for the crew’s break. After launch, the spaceship traveled for 10 hours then",108,40
gsm8k,math,openai/gsm8k,train,6737,Southton buries their time capsule 15 feet underground. Northton buries their time capsule 12 feet higher than 4 times the depth of the Southton time capsule. How deep is Northton's time,43,40
gsm8k,math,openai/gsm8k,train,1957,John buys 500 newspapers. Each newspaper sells for $2. He sells 80% of them. He buys them all for 75% less than the price at which he sells them. How much profit does,43,40
gsm8k,math,openai/gsm8k,train,3252,"There are 11 males & 12 females in the orchestra and twice that number in the band. There are 12 males & 17 females in the choir. If each musician only participates in one group, how many",55,40
gsm8k,math,openai/gsm8k,train,1660,"There are 14 green papayas on the papaya tree. On Friday, two of the fruits turned yellow. On Sunday, twice as many fruits as on Friday turn yellow. How many green pap",48,40
gsm8k,math,openai/gsm8k,train,5861,"Ralph has $54.00 worth of products in his cart. At the register, he asks if he could have a 20% discount on an item with a small issue. This item is $",85,40
gsm8k,math,openai/gsm8k,train,7157,Haley is making cider. It takes 20 golden delicious apples and 40 pink lady apples to make one pint of cider. Each of her 6 farmhands can pick 240 apples per hour and will work 5,76,40
gsm8k,math,openai/gsm8k,train,7179,"Three baskets A, B and C contain different numbers of differently colored marbles. Basket A contains 4 red marbles and 2 yellow marbles. Basket B contains 6 green marbles and 1",78,40
gsm8k,math,openai/gsm8k,train,2241,"Darrel is an experienced tracker. He can tell a lot about an animal by the footprints it leaves behind. One day he saw a set of coyote footprints. Based on the impressions, he could",113,40
gsm8k,math,openai/gsm8k,train,6169,"Tomas is hoping to run a marathon next year, which is 26.3 miles. He knows that each month he trains, he can run twice as far as the month before. If he can",69,40
gsm8k,math,openai/gsm8k,train,5711,"Biff is getting ready for a long bus trip. He spends $11 on the ticket, $3 on drinks and snacks, and $16 on a new pair of headphones to listen to music.",98,40
gsm8k,math,openai/gsm8k,train,3649,"Uncle Ben has 440 chickens on his farm. 39 are roosters and the rest are hens. 15 of his hens do not lay eggs, and the rest do. If each egg",56,40
gsm8k,math,openai/gsm8k,train,5719,"Purple Valley has one-quarter as many skirts as Seafoam Valley, and Seafoam Valley has two-thirds as many skirts as Azure Valley. If Azure Valley has 60 skirts, how",47,40
gsm8k,math,openai/gsm8k,train,6200,"An NGO contracted a construction company to build 2000 houses within one year. In the first half of the year, they built the first 3/5 units of the contracted number. Due to unavoidable circumstances,",68,40
gsm8k,math,openai/gsm8k,train,2336,Latia wants to buy a Samsung TV worth $1700. She works for a delivery service company for a month earning $10 per hour for a 30-hour workweek. How many more hours,50,40
gsm8k,math,openai/gsm8k,train,7463,An office has 90 workers. 2/3rds of them are men and the rest are women. The company hires 10 new employees and 100% of them are women. What is the total percentage,47,40
gsm8k,math,openai/gsm8k,train,7268,"Mr. Bodhi is transporting some animals using a yacht across a river. He has 20 cows, 15 foxes and three times as many zebras as foxes. To balance the yacht to",88,40
gsm8k,math,openai/gsm8k,train,4326,Liam and Claire picked and sold oranges to save for their mother's birthday gift. Liam picked 40 oranges and sold them at $2.50 for 2 while Claire picked 30 oranges and sold them at,68,40
gsm8k,math,openai/gsm8k,train,4325,"To get to the library, Jill spends 12 minutes waiting for her first bus, 30 minutes riding on her first bus, and half the combined wait and trip time on her second bus. How many minutes",47,40
gsm8k,math,openai/gsm8k,train,3154,"Every day, Billie bakes 3 pumpkin pies for 11 days and puts them in the refrigerator. It takes 2 cans of whipped cream to cover 1 pie. If Tiffany comes over and eats 4 pies",59,40
gsm8k,math,openai/gsm8k,train,4070,"Lucius owns a small business and spends $10 every day on ingredients. He then makes a portion of French Fries and a portion of Poutine and sells them to the market, paying ten percent",89,40
gsm8k,math,openai/gsm8k,train,6674,"William left Missouri by 7:00 AM and arrived at his hometown by 8:00 PM. He had 3 stops of 25, 10 and 25 minutes respectively during the journey. How many hours did he",45,40
gsm8k,math,openai/gsm8k,train,4851,"Stephanie is moving into a new apartment. She needs to figure out how many pieces of silverware she should purchase. She needs spoons, butter knives, steak knives, and forks. For",143,40
gsm8k,math,openai/gsm8k,train,4228,Martha receives a daily allowance of $12. She decides to save half of this amount every day. In the first week she kept her commitment with the exception of one day when she saved only a,57,40
gsm8k,math,openai/gsm8k,train,1528,Gabby is saving money to buy a new makeup set. The makeup set costs $65 and she already has $35. Gabby’s mom gives her an additional $20. How much,50,40
gsm8k,math,openai/gsm8k,train,5393,"Denny is planning to build a modular home. A 400 square foot Kitchen module costs $20000 and a 150 square foot bathroom module costs $12,000. All other modules cost $100 per",73,40
gsm8k,math,openai/gsm8k,train,4527,"Elizabeth, Emma, and Elsa went shopping on Wednesday. In total Emma spent $58 If Elsa spent twice as much as Emma, and Elizabeth spent four times as much as Elsa, how much money did",45,40
gsm8k,math,openai/gsm8k,train,4789,"Since it is Maurice's turn to host this year’s neighborhood cookout, he goes to the local wholesale club to buy ground beef. The wholesale club sells ground beef in 5-pound packages",86,40
gsm8k,math,openai/gsm8k,train,6052,"On his farm, Mr. Valentino has 200 chickens, twice as many ducks as chickens and three times as many turkeys as ducks. How many birds does Mr. Valentino have on the farm",43,40
gsm8k,math,openai/gsm8k,train,4359,"Steve spends 1/3 of the day sleeping, 1/6 of the day in school, 1/12 of the day making assignments, and the rest of the day with his family. How many",51,40
gsm8k,math,openai/gsm8k,train,5678,"A particular train has some passenger cars and a number of cargo cars equal to half the number of passenger cars plus three. If the total number of cars is 71, counting the engine and caboose",50,40
gsm8k,math,openai/gsm8k,train,1934,"Jeff wanted to rent an apartment to live in for the next 5 years until he finishes his studies. He found a nice apartment next to his school, the owner asks Jeff to pay $300 each month",95,40
gsm8k,math,openai/gsm8k,train,1082,"Alfred is storing a tonne of maize each month for the next 2 years. If 5 tonnes are stolen and 8 tonnes are given to him as a donation, how many tonnes of maize does",50,40
gsm8k,math,openai/gsm8k,train,5090,"Mark is running for an election and wins 70% of the votes in an area with 100,000 voters. He got twice as many total votes in the remaining area. How many votes did he get",43,40
