dataset,kind,hf_path,split,source_index,text,original_token_length,token_length
sst2,natural_language,stanfordnlp/sst2,train,52658,our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and i know this because i 've seen ` jackass : the,42,40
sst2,natural_language,stanfordnlp/sst2,train,9729,"of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity",40,40
sst2,natural_language,stanfordnlp/sst2,train,60911,"there 's a little violence and lots of sex in a bid to hold our attention , but it grows monotonous after a while , as do joan and philip 's repetitive arguments ,",44,40
sst2,natural_language,stanfordnlp/sst2,train,57913,"like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience ( young bow wow fans",46,40
sst2,natural_language,stanfordnlp/sst2,train,13268,"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that `",53,40
sst2,natural_language,stanfordnlp/sst2,train,10556,"before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg 's adaptation of mary gaitskill 's harrowing short story ... is a brilliantly",46,40
sst2,natural_language,stanfordnlp/sst2,train,4407,"than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run l",42,40
sst2,natural_language,stanfordnlp/sst2,train,12976,robert harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows,41,40
sst2,natural_language,stanfordnlp/sst2,train,34519,"i ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ...",40,40
sst2,natural_language,stanfordnlp/sst2,train,33983,"'s the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan",46,40
sst2,natural_language,stanfordnlp/sst2,train,66930,"is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate film",43,40
sst2,natural_language,stanfordnlp/sst2,train,27689,"keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt",49,40
sst2,natural_language,stanfordnlp/sst2,train,48045,"k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia",40,40
sst2,natural_language,stanfordnlp/sst2,train,1622,"does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush",48,40
sst2,natural_language,stanfordnlp/sst2,train,19730,"be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world 's best actors , daniel",45,40
sst2,natural_language,stanfordnlp/sst2,train,66426,what sets ms. birot 's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents,41,40
sst2,natural_language,stanfordnlp/sst2,train,24671,"( t ) he script is n't up to the level of the direction , nor are the uneven performances by the cast members , who seem bound and determined to duplicate bela lugosi 's now",47,40
sst2,natural_language,stanfordnlp/sst2,train,16828,"this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language",44,40
sst2,natural_language,stanfordnlp/sst2,train,7148,"it 's provocative stuff , but the speculative effort is hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the",45,40
sst2,natural_language,stanfordnlp/sst2,train,62911,"... blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to",42,40
sst2,natural_language,stanfordnlp/sst2,train,27116,the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's,44,40
sst2,natural_language,stanfordnlp/sst2,train,13639,"offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come",45,40
sst2,natural_language,stanfordnlp/sst2,train,20582,"quiet , adult and just about more stately than any contemporary movie this year ... a true study , a film with a questioning heart and mind that is n't afraid to admit it does n't have",44,40
sst2,natural_language,stanfordnlp/sst2,train,14783,"shows holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax",51,40
sst2,natural_language,stanfordnlp/sst2,train,34542,", the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another",42,40
sst2,natural_language,stanfordnlp/sst2,train,44978,"can not disguise the slack complacency of ( godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his",41,40
sst2,natural_language,stanfordnlp/sst2,train,5193,what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in,45,40
sst2,natural_language,stanfordnlp/sst2,train,62266,"normally , rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes",44,40
sst2,natural_language,stanfordnlp/sst2,train,22511,"is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and",46,40
sst2,natural_language,stanfordnlp/sst2,train,62368,"destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-cl",49,40
sst2,natural_language,stanfordnlp/sst2,train,54804,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvinc",42,40
sst2,natural_language,stanfordnlp/sst2,train,2655,'s quinn ( is ) a leather clad grunge-pirate with a hairdo like gandalf in a wind-tunnel and a simply astounding cor-blimey-lu,51,40
sst2,natural_language,stanfordnlp/sst2,train,20923,"is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip",41,40
sst2,natural_language,stanfordnlp/sst2,train,14437,"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham",41,40
sst2,natural_language,stanfordnlp/sst2,train,17455,"swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner",41,40
sst2,natural_language,stanfordnlp/sst2,train,3354,"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's",43,40
sst2,natural_language,stanfordnlp/sst2,train,65419,"costner 's warm-milk persona is just as ill-fitting as shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink laurence oliv",41,40
sst2,natural_language,stanfordnlp/sst2,train,59782,"enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and",40,40
sst2,natural_language,stanfordnlp/sst2,train,46829,"to the filmmakers , ivan is a prince of a fellow , but he comes across as shallow and glib though not mean-spirited , and there 's no indication that he 's been",52,40
sst2,natural_language,stanfordnlp/sst2,train,48816,"when compared to the usual , more somber festival entries , davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air that stands out from the pack even if the picture",45,40
sst2,natural_language,stanfordnlp/sst2,train,18308,"zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does",40,40
sst2,natural_language,stanfordnlp/sst2,train,42033,there is something that is so meditative and lyrical about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle,48,40
sst2,natural_language,stanfordnlp/sst2,train,13897,"holland lets things peter out midway , but it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .",40,40
sst2,natural_language,stanfordnlp/sst2,train,39003,"the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to",50,40
sst2,natural_language,stanfordnlp/sst2,train,50937,"hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and",55,40
sst2,natural_language,stanfordnlp/sst2,train,51232,"is destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-cl",49,40
sst2,natural_language,stanfordnlp/sst2,train,48691,"is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , grat",47,40
sst2,natural_language,stanfordnlp/sst2,train,63339,"the movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star bru",44,40
sst2,natural_language,stanfordnlp/sst2,train,14728,"was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle 's walker and",47,40
sst2,natural_language,stanfordnlp/sst2,train,22741,"just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart , time of favor presents us with an action movie that actually has a brain",41,40
sst2,natural_language,stanfordnlp/sst2,train,34555,"further sad evidence that tom tykwer , director of the resonant and sense-spinning run lola run , has turned out to be a one-trick pony -- a maker of",46,40
sst2,natural_language,stanfordnlp/sst2,train,53742,"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments",41,40
sst2,natural_language,stanfordnlp/sst2,train,54895,"we 've seen it all before in one form or another , but director hoffman , with great help from kevin kline , makes us care about this latest reincarnation of the world '",44,40
sst2,natural_language,stanfordnlp/sst2,train,33775,"director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of",45,40
sst2,natural_language,stanfordnlp/sst2,train,21737,"a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy",42,40
sst2,natural_language,stanfordnlp/sst2,train,31522,"the new insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for",45,40
sst2,natural_language,stanfordnlp/sst2,train,62169,something that is so meditative and lyrical about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane,46,40
sst2,natural_language,stanfordnlp/sst2,train,48183,a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything,40,40
sst2,natural_language,stanfordnlp/sst2,train,22007,"'' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .",40,40
sst2,natural_language,stanfordnlp/sst2,train,60873,"rich in shadowy metaphor and as sharp as a samurai sword , jiang wen 's devils on the doorstep is a wartime farce in the alternately comic and gut-wrenching style of",52,40
sst2,natural_language,stanfordnlp/sst2,train,35901,but tongue-in-cheek preposterousness has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker ',44,40
sst2,natural_language,stanfordnlp/sst2,train,30218,"a superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard",43,40
sst2,natural_language,stanfordnlp/sst2,train,2791,"the power of shanghai ghetto , a documentary by dana janklowicz-mann and amir mann , rests in the voices of men and women , now in their 70s ,",48,40
sst2,natural_language,stanfordnlp/sst2,train,5520,"the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what 's unique and quirky",44,40
sst2,natural_language,stanfordnlp/sst2,train,63461,"the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman",56,40
sst2,natural_language,stanfordnlp/sst2,train,5063,"clint eastwood 's blood work is a lot like a well-made pb & j sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting",44,40
sst2,natural_language,stanfordnlp/sst2,train,20292,"huppert 's show to steal and she makes a meal of it , channeling kathy baker 's creepy turn as the repressed mother on boston public just as much as 8 women",46,40
sst2,natural_language,stanfordnlp/sst2,train,51960,"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grub",44,40
sst2,natural_language,stanfordnlp/sst2,train,23245,"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them",52,40
sst2,natural_language,stanfordnlp/sst2,train,4342,"more than anything else , kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle",44,40
sst2,natural_language,stanfordnlp/sst2,train,43731,"the movie attempts to mine laughs from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific clic",48,40
sst2,natural_language,stanfordnlp/sst2,train,31324,"vividly conveys the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist",44,40
sst2,natural_language,stanfordnlp/sst2,train,40190,"steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet",55,40
sst2,natural_language,stanfordnlp/sst2,train,65648,"filmmaker stacy peralta has a flashy editing style that does n't always jell with sean penn 's monotone narration , but he respects the material without sentimentalizing it",41,40
sst2,natural_language,stanfordnlp/sst2,train,26565,more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks,41,40
sst2,natural_language,stanfordnlp/sst2,train,32550,"`` real women have curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets",45,40
sst2,natural_language,stanfordnlp/sst2,train,56663,is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed,42,40
sst2,natural_language,stanfordnlp/sst2,train,28327,"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should",44,40
sst2,natural_language,stanfordnlp/sst2,train,58142,"( toback 's ) fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard ... blends uneasily with the titill",43,40
sst2,natural_language,stanfordnlp/sst2,train,53038,"( hayek ) throws herself into this dream hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with molina and she gradually makes us believe she is kah",42,40
sst2,natural_language,stanfordnlp/sst2,train,13396,"more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find morrison 's iconoclastic uses",46,40
sst2,natural_language,stanfordnlp/sst2,train,58761,"'s hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend",56,40
sst2,natural_language,stanfordnlp/sst2,train,54829,judith and zaza 's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap,43,40
sst2,natural_language,stanfordnlp/sst2,train,49619,"while the ensemble player who gained notice in guy ritchie 's lock , stock and two smoking barrels and snatch has the bod , he 's unlikely to become a household name on the basis of his",44,40
sst2,natural_language,stanfordnlp/sst2,train,25386,"is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate film",42,40
sst2,natural_language,stanfordnlp/sst2,train,63021,it 's mired in a shabby script that piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of (,47,40
sst2,natural_language,stanfordnlp/sst2,train,57751,"... post-september 11 , `` the sum of all fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves",41,40
sst2,natural_language,stanfordnlp/sst2,train,18326,"for every cheesy scene , though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all",54,40
gsm8k,math,openai/gsm8k,train,748,"Scarlet saved $80 to spend on jewelry. She bought a pair of earrings that cost $23. Then, she bought a necklace that cost $48. How much of her savings have left",41,40
gsm8k,math,openai/gsm8k,train,5208,"A group of people pays $720 for admission tickets to an amusement park. The price of an adult ticket is $15, and a child ticket is $8. There are 25 more adults than children",49,40
gsm8k,math,openai/gsm8k,train,7461,"Christi saw twice as many black bears as white bears and 40 more brown bears than black bears in a national park. If the number of black bears in the park is 60, calculate the population of",45,40
gsm8k,math,openai/gsm8k,train,3909,John is performing in 3 plays. Each play has 5 Acts. He wears 2 wigs per act. Each wig cost $5. He drops one of the plays and sells all of the wigs,54,40
gsm8k,math,openai/gsm8k,train,3976,"Jess and her family play Jenga, a game made up of 54 stacked blocks in which each player removes one block in turns until the stack falls. The 5 players, including Jess, play 5",97,40
gsm8k,math,openai/gsm8k,train,2536,"To earn money for her new computer, Tina sells handmade postcards. In a day, she can make 30 such postcards. For each postcard sold, Tina gets $5. How much money",60,40
gsm8k,math,openai/gsm8k,train,2671,"Tropical Storm Sally brings 3 days of rain to southern Texas. The first day it rained 4 inches. The second day it rained 5 times as much as the first day, and the",67,40
gsm8k,math,openai/gsm8k,train,1630,"A cobbler can mend 3 pairs of shoes in an hour. From Monday to Thursday, the cobbler works for 8 hours each day, and on Friday, he only works from 8am",59,40
gsm8k,math,openai/gsm8k,train,7227,Elizabeth has 20 dollars and wants to buy pens and pencils. Each pencil costs $1.60 and each pen cost 2 dollars. How many pencils can she buy with her 20 dollars if she,44,40
gsm8k,math,openai/gsm8k,train,1220,"A company was contracted to construct three buildings, with the second building being two times as tall as the first building. The third building had to be three times as tall as the combined height of the first",62,40
gsm8k,math,openai/gsm8k,train,4870,"The music festival of Bassompierre begins tonight with a concert by the string orchestra ""PIANISSIMO"". The ticket price for adults is $26; for children, the price is half.",86,40
gsm8k,math,openai/gsm8k,train,5719,"Purple Valley has one-quarter as many skirts as Seafoam Valley, and Seafoam Valley has two-thirds as many skirts as Azure Valley. If Azure Valley has 60 skirts, how",47,40
gsm8k,math,openai/gsm8k,train,344,"Archie is playing with his marbles outside. He loses 60% of them into the street. Of the remaining ones, he loses half down a sewer. If he has 20 left, how many",45,40
gsm8k,math,openai/gsm8k,train,2191,There were 15 males and 10 more girls at the party. Each attendee received 2 cans of soft drinks. If Mary bought several boxes of soft drinks where a box contains 8 cans and is priced at,55,40
gsm8k,math,openai/gsm8k,train,571,"Anthony and his friend Leonel read about the importance of keeping pets at home and decided to start adopting cats and dogs from the local rescue center. Anthony has 12 cats and dogs, 2/3 of",71,40
gsm8k,math,openai/gsm8k,train,3222,"Nicole collected 400 Pokemon cards. Cindy collected twice as many, and Rex collected half of Nicole and Cindy's combined total. If Rex divided his card equally among himself and his three younger siblings, how",47,40
gsm8k,math,openai/gsm8k,train,6470,"Greg drives 30 miles from his workplace to the farmer's market. After buying his groceries at the farmers market, he drives home. To get home, he travels for 30 minutes at 20 miles per hour",50,40
gsm8k,math,openai/gsm8k,train,1446,"A clothing store has an inventory of 34 ties, 40 belts, 63 black shirts, and 42 white shirts. The number of jeans in the store is two-thirds of the sum of black and white",70,40
gsm8k,math,openai/gsm8k,train,7274,"20% of the job candidates at a temp agency have experience with Excel. 70% of the candidates are only willing to work day shifts. If a manager picks a candidate at random, what are the",51,40
gsm8k,math,openai/gsm8k,train,3278,"On Tuesday, Mike had 45 books and Corey had twice as many books as Mike. On Wednesday, Mike gave 10 books to Lily, and Corey gave Lily 15 more than Mike gave. How many books",44,40
gsm8k,math,openai/gsm8k,train,1054,Seth and his brother want to see their favorite band in concert. The tickets are $50.00 each. There is a 15% processing fee for the tickets. They are also charged $10,67,40
gsm8k,math,openai/gsm8k,train,429,"In the school's library, there are 2300 different books. 80% of all the books are in English, but only 60% of these books were published in the country. How many English-",49,40
gsm8k,math,openai/gsm8k,train,6024,"Ellis is going to take a road trip with her family. First, she needs to figure out how many bottles of water she should bring for everyone. There will be four people total: Ellis,",97,40
gsm8k,math,openai/gsm8k,train,4422,"A smartphone seller is offering a discount of 5% off for customers who buy at least 2 smartphones at once. Melinda, Zoe and Joel want to buy an iPhone X each. If an iPhone X",69,40
gsm8k,math,openai/gsm8k,train,4526,Tom wants to visit Barbados. He needs to get 10 different vaccines to go and a doctor's visit. They each cost $45 and the doctor's visit costs $250 but insurance will cover 80,61,40
gsm8k,math,openai/gsm8k,train,1897,"Mason is trying to download a 880 MB game to his phone. After downloading 310 MB, his Internet connection slows to 3 MB/minute. How many more minutes will it take him to download",43,40
gsm8k,math,openai/gsm8k,train,4184,"There are 28 garden gnomes in a yard. Three-fourths of them have red hats, and the rest have blue hats. Half the garden gnomes have big noses instead of small noses.",62,40
gsm8k,math,openai/gsm8k,train,320,Austin bought his seven friends each a robot. Each robot costs $8.75. He was charged $7.22 total for tax. He left with $11.53 in change. How much,45,40
gsm8k,math,openai/gsm8k,train,2058,"In a basketball game, Tobee scored 4 points. Jay scored 6 more than Tobee and Sean scored 2 less than the points of Tobee and Jay together. If Tobee, Jay, and",57,40
gsm8k,math,openai/gsm8k,train,454,"The half-hour newscast includes 12 minutes of national news, 5 minutes of international news, 5 minutes of sports, and 2 minutes of weather forecasts. The rest is advertisements. How many minutes",49,40
gsm8k,math,openai/gsm8k,train,64,James earns $20 an hour while working at his main job. He earns 20% less while working his second job. He works 30 hours at his main job and half that much at his second job,49,40
gsm8k,math,openai/gsm8k,train,7051,"Jane is dividing up minnows to be carnival prizes. She bought 600 minnows, and each prize is a bowl with 3 minnows. If 800 people are going to play the",58,40
gsm8k,math,openai/gsm8k,train,7287,"Lena has 16 candy bars. She needs 5 more candy bars to have 3 times as many as Kevin, and Kevin has 4 candy bars less than Nicole. How many more candy bars does Lena have",43,40
gsm8k,math,openai/gsm8k,train,1788,Mr. Shaefer harvested 500 lychees in a carton and took them to the market. He sold half of them and took home the remaining number of lychees where they ate 3/,54,40
gsm8k,math,openai/gsm8k,train,4907,"Daleyza won a house construction project that involved the construction of three houses with several units. The first building was designed to have 4000 units, the second building 2/5 times as many units as",71,40
gsm8k,math,openai/gsm8k,train,7446,"In a certain school, 2/3 of the male students like to play basketball, but only 1/5 of the female students like to play basketball. What percent of the population of the school do",64,40
gsm8k,math,openai/gsm8k,train,6430,"On the weekend, Tony will walk to the store. On weekdays, he runs to the store. When he walks, he goes 2 MPH. When he runs he goes 10 MPH. The store",72,40
gsm8k,math,openai/gsm8k,train,4874,Fran baked 50 red macaroons and 40 green macarons. How many macaroons will remain if Fran ate 15 green macaroons and twice as many red macaroons as green mac,43,40
gsm8k,math,openai/gsm8k,train,6623,"Farmer Steven needs to load his truck up with compost. His tractor can scoop up compost at a rate of 75 pounds per minute. Steven's son, Darrel, wants to help. Using a",83,40
gsm8k,math,openai/gsm8k,train,4733,Joe found a new series to watch with a final season that will premiere in 10 days. The series has 4 full seasons already aired; each season has 15 episodes. To catch up with the season premiere,58,40
gsm8k,math,openai/gsm8k,train,3368,"Lilibeth and her friends go strawberry picking. Lilibeth fills 6 baskets where each basket holds 50 strawberries. If three of Lilibeth's friends pick the same amount as her, how many",52,40
gsm8k,math,openai/gsm8k,train,387,"Nellie can eat 12 sourball candies before crying. Jacob can only manage half of that number of candies, and Lana can only do three fewer than Jacob. They had a bucket of",76,40
gsm8k,math,openai/gsm8k,train,5715,"Three days' temperatures were recorded for Bucyrus, Ohio. The temperatures were -14 degrees Fahrenheit, -8 degrees Fahrenheit, and +1 degree Fahrenheit. What was the average number of degrees (",56,40
gsm8k,math,openai/gsm8k,train,1758,"In a Volleyball competition, Lizzie was able to score 4 points. Nathalie's score is 3 more than Lizzie's score and Aimee's score is twice the",81,40
gsm8k,math,openai/gsm8k,train,5548,"Kira's cat eats a pound of kibble every 4 hours. Kira fills her cat's bowl with 3 pounds of kibble before going to work. When she returns, Kira weighs the bowl and",56,40
gsm8k,math,openai/gsm8k,train,529,A one-way ticket costs $2. A 30-day pass costs $50. What's the minimum number of rides you will need to take every month so that the 30-day pass is,45,40
gsm8k,math,openai/gsm8k,train,4503,Christine is subbing aquafaba for egg whites in baking. Every 2 tablespoons of aquafaba is equivalent to 1 egg white. She's making 2 angel food cakes that call for 8 egg,61,40
gsm8k,math,openai/gsm8k,train,2596,"Henry scored 50 points on his Geography test, 70 on his Math test and 66 on his English test. If his History score is the average of these 3 scores, what was his total score across",44,40
gsm8k,math,openai/gsm8k,train,1668,Jim has a pail with rocks in it. The average weight of a rock is 1.5 pounds. A local rock collector agrees to pay him $4 for every pound of rocks. If he,55,40
gsm8k,math,openai/gsm8k,train,3259,"Michael has $42. Michael gives away half the money to his brother. His brother then buys 3 dollars worth of candy. If his brother has $35 left, how much money, in dollars,",47,40
gsm8k,math,openai/gsm8k,train,4811,"There are 100 people in a theater. If 19 of these people have blue eyes, half of them have brown eyes, a quarter have black eyes, and the rest have green eyes, how many of",45,40
gsm8k,math,openai/gsm8k,train,1654,"Bob is building a garden on his land, and he wants it to be fenced in to keep out varmints. The garden is a rectangular plot 225 feet long by 125 feet wide. He",90,40
gsm8k,math,openai/gsm8k,train,5925,"It was reported that 2000 cases of Coronavirus had been confirmed in the state of New York in May 2020. There was half the number of cases in California, which had 400 more cases than",62,40
gsm8k,math,openai/gsm8k,train,7148,"Reagan's school has a fish tank with a total of 280 fish of two types, koi fish and goldfish. Over the next 3 weeks, the school added 2 koi fish and 5",77,40
gsm8k,math,openai/gsm8k,train,1802,Jason has six fish in his aquarium. He realizes that every day the number of fish doubles. On the third day he takes out one-third of the fish. On the fifth day he takes out,66,40
gsm8k,math,openai/gsm8k,train,317,Madeline spends 18 hours a week in class. She spends 4 hours per day working on homework. She spends 8 hours per day sleeping. She works part-time 20 hours per week. How many,48,40
